caption,commentsCount,likesCount,ownerFullName,ownerUsername,type,url,videoDuration,videoPlayCount
"Учебный год начался, Ура💥

Надеюсь вы также счастливы, как и мы🤔
И готовы грызть гранит науки

А какой студент в этом году вы?👇",5,31,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Sidecar,https://www.instagram.com/p/C_sL6mZOi__/,,
"🚀 Хотите делать крутые фото и видео на смартфон? 

Присоединяйтесь к нашей бесплатной лекции по мобилографии, которая пройдет 7 июня в 17:00! 📸

А теперь о нашем курсе «Мобилография»!

Что вас ждет: 
🌟 9 живых лекций
🔥 9 домашних заданий с проверкой куратора 
🎓 Защита дипломной работы

Вы научитесь:
 • Базовым и трендовым приёмам съёмки
 • Работать с текстом и видео-интервью
 • Создавать маски, переходы, хромакей и футажи
 • Освоите новую востребованную профессию 😎
Бонусы:
 • Доступ к записям лекций на 2 месяца
 • Помощь с резюме и портфолио
 • Подготовка к собеседованию и помощь в трудоустройстве

Напишите “+” в комментариях, и мы свяжемся с вами для подробностей. 📲✨",34,-1,⚡️TEHNIKUM,tehnikum.school,Video,https://www.instagram.com/p/C74TA30tRA5/,25.625,16267.0
"Пати керейме?

Как всегда мы должны отпраздновать Весну вместе!
Собираем нашу TEHNIKUM.FAMILY для вечеринки в стиле MILLIY.

Мы хотим знакомить молодежь с узбекской культурой и показывать насколько она прекрасна даже в современных digital-реалиях)

20 апреля в 17:00 
Dress code: 🇺🇿MILLIY UZBEK

Будем тусить под узбекские треки, танцевать узбекские танцы, устроим танцы ну и куда же без плова.

Регистрация будет доступна сегодня в канале TEHNIKUM.FAMILY для наших выпускников)

Увидимся на вечеринке) Ну и с тебя 🔥 в комментариях!",82,3386,⚡️TEHNIKUM,tehnikum.school,Video,https://www.instagram.com/p/C5gK4P6NY-v/,51.72,132402.0
"Привлек 120.00$ инвестиций в свои магазины на UzumMarket после курса.

Знакомьтесь, Саид, выпускник курса Uzum Seller.
Дает честный отзыв, по поводу нашего курса и как он перевернул его представления.

Хочешь также? 
Отправляй 🔥 в комментарии",9,154,⚡️TEHNIKUM,tehnikum.school,Video,https://www.instagram.com/p/C4-muvTtivF/,52.866,16639.0
"😊 Ona tili – millatning ruhi

Xalqni jipslashtiradigan vosita tildir. Uni asrash va rivojlantirish har bir insonning vazifasi hisoblanadi.

⭐️ «Najot Ta’lim» bu faxrli ishga hissa qo’shib, darslarni to’liq o’zbek tilida olib boradi. Ushbu postda ham AyTi sohasidagi ba’zi so’zlarning o’zbekcha muqobilini  targ’ib qilishga harakat qildik.

🎉 Barchamizga O’zbek tili bayrami muborak bo’lsin",32,668,Dasturlash | Dizayn | Marketing,najottalim,Sidecar,https://www.instagram.com/p/DBYFMDBuvnN/,,
"⚡️ Mart oyi bitiruvchilarining 90,3 foizi karyerasini boshlagan

📊 Statiska orqali har bir yo'nalish bitiruvchilarning ish joylari, o'rtacha daromad va ishga joylashish foizlari bilan tanishishingiz mumkin.

🕊 Bitiruvchilarimizning keyingi faoliyatlariga ham omad tilab qolamiz.

😉 Keyingi ro'yxatlarda sizning ham ism-familiyangiz bo'lishi mumkin. Buning uchun esa nima qilishni bilasiz. Izohda ➕ qoldiring, sizga batafsil ma'lumot berib o'tamiz.",86,400,Dasturlash | Dizayn | Marketing,najottalim,Sidecar,https://www.instagram.com/p/C_ceJx0tVCX/,,
"«Najot Ta’lim» O’zbekistondagi eng yaxshi AyTi ta’lim muassasasi deb e’tirof etildi

🔥 31-yanvar kuni Raqamli texnologiyalar vazirligi tomonidan “IT Park 2024: Achievements & Vision” tadbiri bo’lib o’tdi. 

Tadbirda IT-Parkning 2023-yildagi natijalari sarhisob qilinib, AyTi sohasiga oid yaxshi natija ko’rsatgan korxonalar taqdirlandi. 

🎉 Ushbu tadbirda «Najot Ta’lim» zamonaviy kasblar markazi O’zbekistondagi eng yaxshi ta’lim muassasasi deb topilib, “IT learning leader” mukofoti bilan taqdirlandi.

Ushbu yutuq uchun «Najot Ta’lim» jamoasiga, markazda o’qiyotgan va o’qigan o’quvchilar hamda farzandlarini ta’lim olishi uchun qo’llab-quvvatlagan ota-onalarga cheksiz minnatdorchiligimizni bildiramiz.

Unutmang, Najot — ta’limda!",406,3292,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C20DWextEah/,74.366,73821.0
"Hurmatli dizaynerlar, narxni boshida aytgan yaxshimi yoki ish bitganidan keyinmi? 😁",36,722,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/DBRKDI4NFzZ/,6.88,39146.0
"🤓 Uylanish uchun nima kerakligini bilgan bo’lsangiz, tezroq bir ishning boshini tuting))

“Najot Ta’lim”da dasturlash kurslariga qabul ochiq. Ro’yxatdan o’tish uchun izohlarda ➕ qoldiring.",45,369,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/DBJfjh9tHGv/,46.68,13838.0
"Tush o'ng bo'lmas, o'ng tush bo'lmas…

Tasavvur qiling, smartfoningiz logosi ""fast food"" tarmog'iga tegishli bo'lib qolsa, qaysi lavashni buyurtma qilar edingiz? ""Microsoft"" havo yo'llarida sayohat qilarmidingiz? 😉

Brendning kuchi faqat mahsulotda emas, balki uni tanitadigan grafik dizaynerlarning mehnatida ham ko'rinadi. 

«Najot Ta'lim»ning logosini almashtirib yurmanglar tag'in :)",48,651,Dasturlash | Dizayn | Marketing,najottalim,Sidecar,https://www.instagram.com/p/DA3bSeLNJOc/,,
"Xojiboy Tojiboyevni sog'inganlar uchun maxsus 😃

Hammaga birdek yaxshi kayfiyat ulashadigan Xojiboy Tojiboyevning mashhur gaplarini SMM-menejerlar uchun saralab oldik.

Siz ham SMM sohasiga qiziqayotgan bo'lsangiz, «Najot Ta'lim» SMM Pro kurslariga qabul doim ochiq

Grafik dizaynerlar bilan til topishish sirlarini ham o'rganasiz :)

Ro'yxatdan o'tish uchun izohda ➕ qoldiring.

78-888-9-888",48,673,Dasturlash | Dizayn | Marketing,najottalim,Sidecar,https://www.instagram.com/p/DAn9is6tRKN/,,
"Когда мы говорим результаты на курсе
Вот что мы имеем ввиду 👉🏻

Результаты курса, прямо во время обучения на курсе TARGETFULL

Студенты окупают курс в разы и получают самый ценный навык - привлекать клиентов в бизнес!

Чему мы учим на курсе:
- Определять точки роста бизнеса
- Точно находить целевую аудиторию
- Создавать рекламу , которая продает
- Улучшать результаты
- Получать деньги и продажи

Хочешь также?
Пиши «+» в комментариях и мы отправим всю информацию",48,290,⚡️TEHNIKUM,tehnikum.school,Sidecar,https://www.instagram.com/p/C48iN3PN_-U/,,
"Siz-chi ish topdingizmi?

“Najot Ta’lim”da 4 oy ichida QA sohasini o‘rganing va talabgir kasb egasi bo‘ling!

Ro‘yxatdan o‘tish uchun izohda QA so‘zini yozib qoldiring 👇",32,538,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/DAYrMZrt3Mz/,30.4,21814.0
,0,-1,PDP Academy,pdpuz,Image,https://www.instagram.com/p/C_2ygSSO7as/,,
,0,57,PDP Academy,pdpuz,Image,https://www.instagram.com/p/C_2ydihOVBH/,,
,0,-1,PDP Academy,pdpuz,Image,https://www.instagram.com/p/C_2yZeFuDpJ/,,
"🔝Dasturchilar ko’rishi tavsiya etiladigan TOP 3 film

▶️ Kino ko’rish orqali nafaqat hordiq chiqarish, balki, bilim va hayotiy tajriba orttirish ham mumkin. 

☝️Bugun sizlarga ko’rishga tavsiya etadigan filmlarimiz sizni dasturlash olami haqida tasavvurlaringizni yanada boyitishga yordam beradi.

💬  Siz ushbu filmlardan qay birini ko’rgansiz va yana qaysi kinolarni ko’rishni tavsiya qilgan bo’lar edingiz?",15,130,PDP Academy,pdpuz,Video,https://www.instagram.com/p/DBMIHdxgUCP/,89.88,4233.0
"TIL-MILLIY GʻURUR, MILLIY IFTIXORDIR!

✨ Aziz yurtdoshlar! 
PDP Academy jamoasi, 
Butun O’zbekistonliklarni “Oʻzbek tiliga Davlat tili” maqomi berilganligining 35 yilligi bilan samimiy muborakbod etadi!

💐 Ona tilimizning tarovati, ruhiyati, ming-ming jilosi har doim biz bilan birga bo’lsin. Uning sofligini har muloqotida, har muomalasida namoyon etuvchi avlod tarbiyasida peshqadamlardan bo’laylik!

Murojaat uchun:
📞 78-777-47-47",0,34,PDP Academy,pdpuz,Image,https://www.instagram.com/p/DBY6kjHMuVE/,,
"💻 Dasturchi bo'lishni hamma oson deb o'ylaydi, lekin...

🤓 Dasturchilar hayoti aslida juda qiziqarli va voqealarga boy. Quyida ulardan bir qanchasini ""Novda"" filmidan kelib chiqqan holda ko'rsatib berishga harakat qildik.

Siz bilan yana qanday qiziqarli voqealar sodir bo'lgan? Ularni izohlarda yozib qoldiring",20,296,PDP Academy,pdpuz,Sidecar,https://www.instagram.com/p/DA0pnHPOqQX/,,
"🌟 Har kim Instagram yaratishi mumkin. Agar...

Sizni hayratga soladigan fakt! Ushbu programma nafaqat dasturlash tili, balki innovatsiya va ijodiy g'oyalar uchun eshiklarni ochuvchi kalitdir. Bu tilda yozilgan kodlar orqasida YouTube, Instagram, Spotify kabi ulkan platformalar yotganini bilasizmi? Gap, o'sha mashhur Python haqida ketmoqda.

✨Ushbu tilda kod yozish sizga o'z g'oyalaringizni hayotga tadbiq etish imkonini beradi. O'rganishning soddaligi va qulayligi bilan Python dasturchilikka endi qadam qo'yayotganlar uchun eng qulay dasturlash tilidir.

💡 Agar siz ham o'z g'oyalaringizni real olamda amalga oshirishni istasangiz, PDP Academy sizni kutmoqda!",10,100,PDP Academy,pdpuz,Video,https://www.instagram.com/p/DAaz3jcuene/,51.2,3658.0
"💼 PDP Academy'ga maxsus mehmonlar tashrif buyurishdi!

🌟 Bugun akademiyamizga MDH davlatlarida va xususan O'zbekistonda mashhur bo'lgan Yandex kompaniyasi mutaxassislari ishtirokida ochiq dars bo'lib o'tdi. 

💬 Mehmonlar o'quvchilarga Yandex'dagi ish muhit, xodimlarning malakasi, hamda kompaniya tomonidan tashkil etilgan turli dasturlash loyihalari haqida qiziqarli ma'lumotlar berishdi. Shuningdek, Yandex'da qanday qilib muvaffaqiyatli kariyera qurish mumkinligi borasida o'z tajribalarini ulashishdi.

🙋‍♂️Dars yakunida, o'quvchilar mutaxassislardan o'zlarini qiziqtirgan savollariga javob olishdi va IT sohasidagi kelajaklari uchun muhim bilimlarga ega bo'lishdi.",2,107,PDP Academy,pdpuz,Sidecar,https://www.instagram.com/p/DAYUKiUtTPB/,,
😄Kerakli xodim bo'lish hozir oson emas,6,153,PDP Academy,pdpuz,Video,https://www.instagram.com/p/DAYQ5fNujB9/,41.44,5879.0
"Октябрь – идеальное время, чтобы изменить свою жизнь и освоить современные профессии, которые открывают двери в мир новых возможностей. 🤩

Наши курсы это не просто теория, а настоящая практика, которая поможет вам уверенно войти в сферу Digital и IT. 🚀

Если вы готовы к переменам и хотите узнать больше о наших курсах, оставляйте «+» в комментариях и мы вас проконсультируем. 📥",70,117,IT и Digital курсы в Ташкенте,proweb.uz,Sidecar,https://www.instagram.com/p/DAnpwXPuBqB/,,
"Новые герои в сфере IT и Digital 🥳

😎Мы гордимся каждым нашим студентом, ведь в PROWEB каждый имеет шанс не только освоить востребованные профессии, но и добиться успехов.

Путь к успеху начинается с первого шага! Если ты готов изменить свою жизнь и стать востребованным специалистом, записывайся на курсы PROWEB! 😉

Оставь «+» в комментариях — и мы расскажем, как ты можешь начать свой путь в профессии!",2,256,IT и Digital курсы в Ташкенте,proweb.uz,Sidecar,https://www.instagram.com/p/DBYrzvdNi4T/,,
"С 2010 года мы помогаем освоить 15 востребованных профессий в сфере IT и Digital, и за это время выпустили более 16 000 специалистов.

🌟Наставники PROWEB — практикующие специалисты, обладающие актуальными знаниями и опытом. Они не только обучают, но и вдохновляют студентов, помогая им освоить современный навыки, необходимые для успешной карьеры. Наши курсы постоянно актуализируются, чтобы соответствовать требованиям рынка труда.

😊Мы поддерживаем наших студентов на каждом шагу: карьерный центр поможет тебе найти первую работу и воплотить мечты в реальность.

😎Наши современные учебные классы, а также уникальная онлайн-платформа, на которой собран весь учебный процесс, сделают обучение комфортным и доступным в любом формате.

Мы понимаем, как сложно сделать первый шаг, и поэтому регулярно проводим бесплатные пробные уроки🤗
На этих уроках ты сможешь узнать больше о профессии, познакомиться с преподавателями и попробовать себя в различных направлениях🤩

Не упусти возможность сделать первый шаг в IT и Digital вместе с PROWEB!",36,172,IT и Digital курсы в Ташкенте,proweb.uz,Video,https://www.instagram.com/p/DBbdRT0t_Ce/,58.425,7342.0
